"consecutivo","tipoacuerdo","nombrealcaldecomp","correo","municipio","cod_municipio","subregion","cod_subregion","nom_plandsllo","nom_proyecto","pladesarrolloant","compplandsllo","secretariamunicipal","fase","desc_proyecto","pobla_afectada","pobla_solucion","categoriapo","nropobla","aportegob","aportemun","aporteotr","obsevgral","fechainicio","fechafin","nombreprogramapland","nombreproducto","unidad","cantidadtotal","cantidadanio1","cantidadanio2","cantidadanio3","cantidadanio4"
"2020071170","Viabilidad","DIDIER ALEXANDER OSORIO GIRALDO","alcaldia@segovia-antioquia.gov.co","Segovia","05736","Nordeste","SR04","Somos Segovia, Generando Confianza","Mejoramiento de vivienda rural en el municipio de Segovia.","UNIDOS POR LA VIDA 2020 - 2023","Vivienda","Secretaria de Planeación","Fase I","La población del área rural, registra un grave problema en materia de condiciones cualitativas de vivienda, lo cual afecta a 8.373 personas. Dentro del municipio de Segovia, en el área rural (corregimientos, veredas y caseríos) se registra que el 96% de los hogares en condición de pobreza extrema y habitan en viviendas inadecuadas. Del mismo modo, se estima que el 100% de las familias beneficiarias no poseen recursos económicos para mejorar sus viviendas y por lo tanto constituye una difícil situación de carencia de bienestar habitacional en las familias que residen en las diferentes zonas rurales del municipio de Segovia. 


La mayoría de hogares habita en edificaciones con altos niveles de deterioro y con unas condiciones de construcción inapropiadas para la salud, la seguridad y la comodidad de sus ocupantes. Es común encontrar viviendas sin paredes adecuadas, en cambuches, con piso en tierra, techos en mal estado y servicios deficientes. Por otra parte, el diseño de las casas impide la privacidad de sus integrantes y obliga al hacinamiento, ambos aspectos sicológicamente lesivos para el ser humano.","8373 población rural","Población rural del Municipio de Segovia.","Humana","8373","0","0","0","Clarificar cual es el aporte del Municipio, porque no está en la matriz, dónde se aclara que el mejoramiento debe ser 50/50. 
Se clarifica que la población es afrodescendiente y víctimas del conflicto armado, y hay voluntad de cofinanciación 50/50.
Cuentan con el respaldo de VIVA pero el proyecto se debe llevarse a fase 3 para definir los montos.
Meta inicial de 100 beneficiarios y se puede aumentar. 
Prestar Asistencia técnica para estructural el proyecto y viabilizar, con un aporte de 3,5 a 9 salarios mínimos por vivienda.","2021-01-01T00:00:00.000","2023-12-31T00:00:00.000","Mejoramiento, legalización y titulación de vivienda social","Mejoramiento de vivienda","Número","1","0","1","0","0"
"2020070317","Gestion","EDISON MAURICIO CORREA RESTREPO","alcaldia@sanjosedelamontana-antioquia.gov.co","San José de la Montaña","05658","Norte","SR05","Vamos enserio, San Jose de la Montaña","Modelos en cultivos silvopastoriles como estrategia de sostenibilidad ganadera y bienestar económico","UNIDOS POR LA VIDA 2020 - 2023","Agrario","Secretaria de planeacion e infraestructura fisica","Fase I","Los bajos niveles en las capacidades productivas de los pequeños productores del sector lechero en los municipios de Entrerrios, San Pedro y San José, se han originado específicamente por la poca competitividad del sector desde hace más de 10 años que es potenciado por los altos costos de producción de la leche y los bajos rendimientos productivos debido a la calidad ya que el producto no cumple con los requisitos exigidos por los grandes compradores de la región.
Por otra parte otra de las grandes causas de esos bajos niveles productivos es la deficiente técnica y la apropiación de la educación para desarrollar los procesos productivos en el campo, ya que los pequeños productores en más del 60% del territorio, llevan ejerciendo sus métodos de forma tradicional desde hace varias décadas; así mismo no se motivan por estudiar y mejorar la técnica de los procesos ya que la mayoría de las veces no acatan las recomendaciones de las unidades municipales de asistencia técnica ni las secretarias de desarrollo económico.","Los productores que se ven afectados por realizar el proceso de forma artesanal son 981, distribuidos en 3.617 predios.","Pequeños productores ganaderos de los municipios de San Jose, Entrerrios y San Pedro","Humana","60","0","0","0","Se aprueba proyecto con mínimo 20 hectáreas por cada Municipio.  Los detalles de la financiación se acordaran con los tres municipios (San José de la Montaña, San Pedro y Entrerríos).  Pendiente concretar los términos del acuerdo","2021-02-12T00:00:00.000","2021-12-31T00:00:00.000","Antioquia Identidad Afro","No aplica","No aplica","NA","NA","NA","NA","NA"
"2020070376","Ejecucion","OSBALDO  ANGULO DE LA ROSA","alcaldia@sanjuandeuraba-antioquia.gov.co","San Juan de Urabá","05659","Urabá","SR09","HACIENDO JUNTOS PODEMOS","Producción de cultivo de 60 hectáreas de cacao-plátano bajo sistema agroforestal para beneficiar a 30 familias victimas del conflicto armado en el municipio de San Juan De Uraba","UNIDOS POR LA VIDA 2020 - 2023","AGRICULTURA Y DESARROLLO RURAL","Unidad Municipal de Asistencia Técnica Agropecuaria","Fase II","Bajo porcentaje de hectáreas sembradas","0 a 14 años	9.472
15 a 19 años	2.514
20 a 59 años	13.038	
Mayor de 60 años	2.125","0 a 14 años	9.472
15 a 19 años	2.514
20 a 59 años	13.038	
Mayor de 60 años	2.125","Humana","27149","0","0","0","Se propuso la inclusión del proyecto que está desarrollando la gobernación y Naciones Unidas - FAO para darle impulso al sector platanero, en al menos 10 predios.","2020-01-11T00:00:00.000","2020-12-30T00:00:00.000","Logística, marketing regional y apertura de mercados para un comercio justo, sostenible y competitivo","Apoyo asociaciones","Unidad","10","ND","ND","ND","ND"
"2020070842","Ejecucion","OSBALDO  ANGULO DE LA ROSA","alcaldia@sanjuandeuraba-antioquia.gov.co","San Juan de Urabá","05659","Urabá","SR09","HACIENDO JUNTOS PODEMOS","ESTABLECIMIENTO DE SISTEMAS SILVOPASTORILES PARA LA PRODUCCIÓN DE GANADO BOVINO MANEJADO POR PEQUEÑOS PRODUCTORES AGROPECUARIOS VICTIMAS DE DESPLAZAMIENTO","UNIDOS POR LA VIDA 2020 - 2023","AGRICULTURA","Dirección de UMATA","Fase I","Bajo porcentaje de organizaciones de productores intervenidas con desarrollo de capacidades productivas","300 Personas","300 personas 
Edades de 19 - 50 años
Mujeres 120
Hombres 180","Humana","300","0","0","0","El proyecto se aprueba para ser incluido en  el proyecto que adelanta la gobernación y la Universidad de Antioquia, el cual está enfocado en el fortalecimiento de proyectos silvopastoriles.","2021-02-12T00:00:00.000","2021-12-30T00:00:00.000","Productividad agropecuaria y reconversión de los sistemas productivos a polos de desarrollo agrotecnológicos","Sistemas silvopastoriles","Número","ND","ND","ND","ND","ND"
"2020070541","Viabilidad","SOR MARIA OCAMPO GIRALDO","alcaldia@alejandria-antioquia.gov.co","Alejandría","05021","Oriente","SR07","Unidos por Alejandría, construyendo Territorio","Construcción de vivienda nueva en la zona urbana del Municipio de Alejandría","UNIDOS POR LA VIDA 2020 - 2023","Vivienda digna","Secretaria de Planeacion","Fase I","Deficit cuantitativo de vivienda en la zona urbana","350 personas no cuentan con vivienda propia","personas, equivalen a 20 familias beneficiadas con vivienda nueva","Humana","60","0","0","0","No aplica","2021-01-01T00:00:00.000","2023-12-31T00:00:00.000","Viviendas dignas para la vida","Construcción de vivienda nueva","Número","1","0","1","0","0"
"2020072041","Gestion","GUSTAVO ALONSO LÓPEZ ORREGO","alcaldia@cocorna-antioquia.gov.co","Concepción","05206","Oriente","SR07","Concepción un Proyecto de Todos","Mejoramiento de vivienda rural en la modalidad de “Erradicación de pisos en tierra”, en el Municipio de Concepción Antioquia","UNIDOS POR LA VIDA 2020 - 2023","Desarrollo del territorio","Secretaría de Planeación y Obras Públicas","Fase I","Viviendas con pisos en tierra en la zona rural del Municipio de Concepción.

En la zona rural del municipio, existen familias que ven afectada su calidad de vida, debido al mal estado del piso de su vivienda, donde se generan humedades, se propicia la acumulación suciedad, y con ello se propicia la generación de enfermedades.
La principal limitación es el factor económico, puesto que las familias deben priorizar los gastos cotidianos, antes de una inversión en mejoramiento de su vivienda.","20 familias","Familias vulnerables de la zona rural","Humana","20","0","0","0","Depende de la gestión y envío de los documentos por parte del Municipio para darle viabilidad al proyecto","2021-01-01T00:00:00.000","2023-12-31T00:00:00.000","Mejoramiento, legalización y titulación de vivienda social","Mejoramiento de vivienda","Número","1","0","1","0","0"
"2020072005","Ejecucion","HENRY EDILSON SUAREZ JIMENEZ","contactenos@sanluis-antioquia.gov.co","San Luis","05660","Oriente","SR07","Juntos por San Luis 2020-2023","Fortalecimiento del Sector Piscícola del Municipio de San Luis","UNIDOS POR LA VIDA 2020 - 2023","LÍNEA ESTRATÉGICA 2. MEDIO AMBIENTE COMO OPORTUNIDADES Y POTENCIALIDADES EN SAN LUIS","Secretaría Agroambiental y de Turismo","Fase I","El municipio de San Luis ha tenido la tradición de producir peces para la venta en el mercado local y regional. Teniendo como base la producción de peces para el auto consumo familiar.  Esta tradición se vio reducida y casi extinta por todo el fenómeno de violencia por el cual paso el municipio durante muchos años. Dado que muchas familias fueron desplazadas de la zona rural a la zona urbana e incluso el desplazamiento obligo a familias enteras a partir del municipio a otras ciudades y departamentos o incluso una migración en masa al vecino país de Venezuela.
Con el pasar de los años y la intervención del estado se logra la firma de los acuerdos de paz y por ende la dejación de armas por parte de la antigua guerrilla FARC – EP. Teniendo un gran impacto en la geografía Colombiana. En especial en este municipio. Dado que los acuerdos de paz se han consolidado y han permitido al municipio y su población gozar de una tranquilidad y paz en especial el sector rural. 
Y es este proceso, el proceso de paz que ha permitido que muchos habitantes de la zona rural que fueron desplazados por la violencia, hayan regresado a sus fincas y quieran iniciar de nuevo con sus proyectos productivos. En especial la producción de peces como una fuente de ingresos y de alimento por su alto valor nutricional.
Con la reactivación de la actividad piscícola en el municipio se ha evidenciado que el número de productores puede ascender a más de 200 personas que tienen en su finca entre 1 a 5 estanques de producción. Siendo considerados como pequeños productores de acuerdo a la (Agencia de Desarrollo Rural - ADR). Los cuales están distribuidos casi en todas las 45 veredas y parajes que tiene actualmente el municipio.
Esta población de productores trabaja de forma empírica sin manejo técnico de la producción, no cuenta en la actualidad con una sala de procesamiento que cumpla con la normatividad legal vigente, además la mayoría de productores no lleva registros de los costos de  producción, ni los registros de los parámetros de calidad del agua. Esta situación a su vez se presenta por que no cuentan con los equipos y con los recursos económicos para acceder a estos. Situación que se acentúa aún más por la dificultad de los productores de poder acceder a los créditos de Finagro y a los créditos que ofrecen los bancos por sus altos intereses. 
A esto se suma el poco apoyo gubernamental hacia este sector productivo. Que hace, que en muchos casos los productores no puedan acceder a productos, insumos y equipos que permitan mejorar su unidad productiva.
Otro sector es la acuarofilia que viene surgiendo en la vereda El Silencio. Esta es una iniciativa familiar y vienen desarrollándola hacia varios años. De forma empírica y que requiere que sea tecnificada para aumentar la producción y los ingresos familiares.
Al observar el sector piscícola en el municipio se evidencia la dificultad en el proceso de comercialización y transporte del pescado del  municipio porque no hay un sistema de transporte de frío que permita transportar el pescado bajo condiciones de frío.
Porque ha ocurrido que en diferentes oportunidades se ha presentado sobre oferta del producto en el municipio. Lo cual ha ocasionado la disminución de los precios y por ende pérdida económica a los productores. En la actualidad los productores están vendiendo los productos en el municipio y no se cuenta con un acuerdo comercial con las grandes cadenas de supermercados.
Esta situación ha permitido observar y analizar la posibilidad de tener un punto de transformación del pescado para ofrecer variedad en los productos acuícolas. No solo pescado entero fresco, si no también filete de Tilapia roja (Oreochromis sp), si no también la Tilapia nilótica o tilapia negra (Oreochromis niloticus) usada para la obtención de filete dado que esta especie tiene un mayor rendimiento en el momento de procesar el filete. Si no también chorizos con carne de pescado, carne de hamburguesa de pescado, palitos apanados y tortas de carne todo a base de carne de pescado. Con una marca propia y con la posibilidad de generación de empleos.
Cabe destacar que este proyecto busca fortalecer los conocimientos previos que tienen los productores y dignificar su figura como campesinos aportantes al desarrollo del Municipio y de la región del oriente antioqueño. Teniendo en cuenta los sueños y aspiraciones que tienen a corto y mediano plazo. A su vez poder fortalecer sus unidades productivas, mejorar su calidad de vida y la de sus familias y ver el futuro con ojos de esperanza en que todo puede ser mejor.","Se estima que en el Municipio de San Luis mas de 200 personas ejercen la actividad piscícola. Cerca del 95% de la población es población victima del conflicto vivido en este municipio. A esto se suma población desplazada, mujeres cabeza de familia y con hijos.","Pequeños productores, victimas del conflicto armado, desplazados y mujeres cabeza de familia con hijos en situación de vulnerabilidad.","Humana","200","100000000","0","0","Ya que el proyecto es bastante amplio,  se apoya en una primera etapa para su ejecución en el 2021.  Debe definirse conjuntamente Secretaría-municipio la inversión de este recurso y el municipio debe compartir la propuesta técnica","2021-02-12T00:00:00.000","2021-12-30T00:00:00.000","Uso eficiente de los recursos naturales para la producción sostenible","Unidades productivas","Número","ND","0","ND","0","0"
"2020070825","Ejecucion","CARLOS ALBERTO POSADA ZAPATA","alcaldia@santarosadeosos.gov.co","Santa Rosa de Osos","05686","Norte","SR05","Santa Rosa de Osos, Segura, Educada y Competitiva 2020-2023","IMPLEMENTACIÓN DE SISTEMAS SILVOPASTORILES EN EL MUNICIPIO DE SANTA ROSA DE OSOS","UNIDOS POR LA VIDA 2020 - 2023","Medio Ambiente","Secretaría Agropecuaria y Recursos Naturales","Fase I","El municipio de Santa Rosa de Osos es uno de los principales productores de leche de la cuenca lechera del norte, la mayoría de productores dedican el 100% de sus predios a este sistema, tenemos 2.2 animales por hectárea, muy por debajo de los promedios de los países productores de leche 6 animales por hectárea, los precios en la zona para la venta están en éste momento en promedio a $ 1.300 pesos por litro, el mejor precio desde hace más de 8 años. Esto no es garantía de sostenibilidad del sector pues generalmente después de un buen repunte del precio se sobreviene una crisis (enlechada) que pone al sector en serios problemas.
Los sectores agrícolas están en monocultivos y en manos de unos pocos, el 90% del cultivo de tomate está concentrado en 5 o 6 productores máximo al igual que el 70% de la producción de papa, esta concentración favorece el desequilibrio de las economías en cualquier territorio. Adicionalmente la falta de asistencia técnica en el sector agrícola, hace más débil este sector productivo.
Teniendo en cuenta las dinámicas mundiales y las necesidades de los sectores productivos es claro que le mundo necesita más producción de carne, a nivel mundial se ha mejorado mucho la producción de carne de cerdo y pollo, pero la de res sigue teniendo grandes dificultades, por eso es importante que los productores de ganado de carne del país, departamento y del municipio mejoren este proceso y una de las grandes alternativas es la implementación de sistemas silvopastoriles, que no solo proporcionan bienestar animal, sino que contribuyen con el medio ambiente y la calidad de la carne.","4.512 personas que corresponden a los habitantes de los Corregimientos de San Pablo y San Isidro.","4.512 personas que corresponden a los habitantes de los Corregimientos de San Pablo y San Isidro.","Humana","4512","30000000","50000000","0","El proyecto se aprueba y se aportan los 30 millones solicitados. Se va a coordinar con RIA para definir si el proyecto se puede incluir en proyecto","2020-09-18T00:00:00.000","2020-12-30T00:00:00.000","Productividad agropecuaria y reconversión de los sistemas productivos a polos de desarrollo agrotecnológicos","Sistemas silvopastoriles","Hectáreas","7.5","7.5","0","0","0"
"2020070760","Ejecucion","JAVIER ALBERTO LOPEZ GARCIA","alcaldia@sanroque-antioquia.gov.co","San Roque","05670","Nordeste","SR04","UNIDOS CON VALORES  SAN ROQUE  SIGUE  AVANZANDO","CONSTRUCCIÓN DE LA PLAZA DE FERIA DE GANADO EN EL MUNICIPIO DE  SAN ROQUE","UNIDOS POR LA VIDA 2020 - 2023","Línea estratégica 2. Compromiso con el desarrollo económico y sostenible para la conservación del planeta.","Secretaria de Agricultura y medio Ambiente.","Fase I","Con base en los requerimientos establecidos en lo solicitado por el ICA, se requiere realizar la construcción de la plaza de ferias de ganado tipo subasta en un lote de propiedad del municipio, con un área aproximada de 1200 M2
La normatividad vigente exige las áreas de corrales, área de embarque, oficinas, planta de tratamiento, parqueaderos, bascula, estiercolero, área de desinfección  y áreas de circulación.para  visitantes.
Las oficinas estarán iluminadas con red hidrosanitaria, amoblada y cerramiento perimetral.
Con base en los requerimientos establecidos en lo solicitado por el ICA, se requiere realizar la construcción de la plaza de ferias de ganado tipo subasta en un lote de propiedad del municipio, con un área aproximada de 1200 M2
La normatividad vigente exige las áreas de corrales, área de embarque, oficinas, planta de tratamiento, parqueaderos, bascula, estiercolero, área de desinfección  y áreas de circulación.para  visitantes.
Las oficinas estarán iluminadas con red hidrosanitaria, amoblada y cerramiento perimetral.



EL Municipio cuenta con un predio amplio y disponible para la construcción de la plaza de ferias, que cumpla con las especificaciones dadas para la actividad económica. En la actualidad se tiene un área  de  uso   exclusivo para  dicha actividad, la cual contempla un área aproximada de 500 m2 en total; los cuales comprenden 7 corrales para ganado bovino y 1 para equino/mular, dos mangas o embudos para acceso al embarcadero y a la báscula que también es propiedad del municipio un área para parqueadero de vehículos livianos y otra para vehículos de carga las  condiciones  son  antihiáticas ,  interrumpiendo el  paso  de  vehículo y  peatones  por  estar  instalada  sobre  la  vía  secundaria  que  comunica  el municipio con el corregimiento de cristales. Se presenta dificultad con el embarque, y en general con la llegada de ganado y negociantes debido a la reducida área.





EL Municipio cuenta con un predio amplio y disponible para la construcción de la plaza de ferias, que cumpla con las especificaciones dadas para la actividad económica. En la actualidad se tiene un área  de  uso   exclusivo para  dicha actividad, la cual contempla un área aproximada de 500 m2 en total; los cuales comprenden 7 corrales para ganado bovino y 1 para equino/mular, dos mangas o embudos para acceso al embarcadero y a la báscula que también es propiedad del municipio un área para parqueadero de vehículos livianos y otra para vehículos de carga las  condiciones  son  antihiáticas ,  interrumpiendo el  paso  de  vehículo y  peatones  por  estar  instalada  sobre  la  vía  secundaria  que  comunica  el municipio con el corregimiento de cristales. Se presenta dificultad con el embarque, y en general con la llegada de ganado y negociantes debido a la reducida área.","Los ganaderos beneficiados son 400 aproximadamente, han propuesto en varios periodos la necesidad de mejorar las instalaciones de la feria, con el propósito de ampliar el comercio, obtener una mejor cobertura en la región, mejorar el ofrecimiento de las reses, atraer  el turismo a través de las  subastas, entre  otras.","Se pretende impactar a 400 ganaderos del municipio y la región incluyendo los municipios vecinos que necesiten ofertar sus animales para la venta o viceversa para la compra.","Humana","400","0","0","0","Aplazado hasta que el proyecto cuente con un estudio de factibilidad.","2021-02-12T00:00:00.000","2021-12-30T00:00:00.000","Productividad agropecuaria y reconversión de los sistemas productivos a polos de desarrollo agrotecnológicos","Infraestructura de apoyo","Número","NA","NA","NA","NA","NA"
"2020072010","Gestion","ADRIANA MARÍA MAYA GALLEGO","alcaldia@liborina-antioquia.gov.co","Liborina","05411","Occidente","SR06","AVANZAMOS CON DESARROLLO Y EQUIDAD","Mejoramiento de viviendas en la zona rural del municipio de Liborina.","UNIDOS POR LA VIDA 2020 - 2023","Hábitats seguros y saludables para el bienestar","Secretaría de Planeación y Desarrollo Territorial","Fase I","Inadecuadas condiciones habitacionales de las personas ubicadas en la zona rural y urbana del municipio.","2.588 familias","Se cuenta con al menos 200 solicitudes de mejoramiento de vivienda por parte de la comunidad, lo que conlleva a que la administración municipal busque alternativas para garantizar poco a poco la atención de estás, por ello, busca el apoyo de entidades con recursos para tener mayor cobertura, ya que los recursos propios son bajos y no da para cubrir un alto número de viviendas","Humana","7928","0","0","0","""Se le pregunta por el alcance, están en formulación.
12 viviendas para pisos, 8 mejoramientos para 4 cocinas y 4 unidades. 
Se le invita a presentarse en la convocatoria de 2021 y evaluar el alcance.""","2021-01-01T00:00:00.000","2023-12-31T00:00:00.000","Mejoramiento, legalización y titulación de vivienda social","Mejoramiento de vivienda","Número","1","0","1","o","0"
"2020070205","Ejecucion","YIMI ARLEY GIRALDO MARIN","alcaldia@sanvicente-antioquia.gov.co","San Vicente Ferrer","05674","Oriente","SR07","San Vicente Ferrer VIVE la renovación 2020-2023","IMPLEMENTACIÓN DE ESTRATEGIAS DE SEGURIDAD ALIMENTARIA CON TECNOLOGÍAS APROPIADAS Y MANEJO INTEGRAL DE PARCELAS PRODUCTIVAS EN EL MUNICIPIO DE SAN VICENTE FERRER","UNIDOS POR LA VIDA 2020 - 2023","Nuestra economía vive la transformación y la innovación","Secretaría de Agricultura y Desarrollo Social","Fase III","Desmejoramiento de la calidad de vida de los pequeños productores agropecuarios: Los campesinos cada vez se ven más afectados por la baja rentabilidad de sus cultivos, esto debido en gran parte a los altos costos de los
insumos, bajo precio de los productosy y climas inclementes, y por otro lado la violencia que ha dejado millones de víctimas despoajdos de
sus tierras, según cifras del Registro Único de Víctimas, desde 1985 hasta 2018, 7,3 millones de colombianos han sido víctimas de
desplazamiento.. Esto ha generado el desplazamiento de gran parte de la población rural hacia las zonas urbanas donde se demanda mano
de obra no calificada. Los pocos que se quedan en el campo ven cómo es cada vez más difícil su subsistencia y cómo la urbanización va
desplazando sus labores agrícolas hacia actividades de veraneo o agricultura intensiva, cambiando por completo los usos del suelo y con
esto muchas constumbres que han mantenido la disponibilidad de alimentos.","200 productores rurales y sus familias","Productores rurales","Humana","50","50000000","0","0","Se aprueba el proyecto con un valor de 50 millones de pesos para ejecutar en el año 2021.  Adicionalmente se evalúa si se puede incluir en el proyecto con Agro savia.","2021-02-12T00:00:00.000","2021-12-30T00:00:00.000","Uso eficiente de los recursos naturales para la producción sostenible","Unidades productivas","Número","ND","0","ND","0","0"
"2020070785","Ejecucion","CARLOS ALBERTO POSADA ZAPATA","alcaldia@santarosadeosos.gov.co","Santa Rosa de Osos","05686","Norte","SR05","Santa Rosa de Osos, Segura, Educada y Competitiva 2020-2023","Construcción de torre de vivienda San Benito en el barrio Sagrado Corazón de Jesús del municipio de Santa Rosa de Osos","UNIDOS POR LA VIDA 2020 - 2023","Vivienda","Infraestructura Física","Fase I","El municipio de Santa Rosa de Osos presenta necesidades habitacionales, donde el déficit cuantitativo de vivienda afecta alrededor del 21.90% de la población urbana y rural.  Este indicador expresa la deficiencia de los hogares que no disponen de una vivienda para su propio uso, lo que afecta la calidad de vida de las familias santarrosanas.","20 familias área urbana","80 personas vulnerables residentes del área urbana del municipio","Humana","80","120000000","0","0","No aplica","2021-01-01T00:00:00.000","2023-12-31T00:00:00.000","Viviendas dignas para la vida","Construcción de vivienda nueva","Número","1","0","1","0","0"
"2020071728","Viabilidad","MARIO ALBERTO MONSALVE HERNANDEZ","contactenos@santodomingo-antioquia.gov.co","Santo Domingo","05690","Nordeste","SR04","El Cambio Somos Todos","Mejoramiento de vivienda urbana y rural en el Municipio de Santo Domingo","UNIDOS POR LA VIDA 2020 - 2023","Vivienda","Secretaria de Planeación","Fase II","Deficit cualitativo de vivienda urbana y rural en el municipio de Santo Domingo.","12324","Población en condición de pobreza extrema y bajos recursos localizados en el área urbana y rural del municipio de Santo Domingo.","Humana","12324","0","0","0","En estudio, dado que se encuentra fase 2, identificación y diagnóstico.
Un proyecto de 200 mejoramientos de vivienda.
Cofinanciación entre 7 y 20 salarios mínimos, depende de la población beneficiaria. 
Hacer mesa trabajo y poder definir la cofinanciación","2020-09-01T00:00:00.000","2023-12-31T00:00:00.000","Mejoramiento, legalización y titulación de vivienda social","Mejoramiento de vivienda","Número","1","1","0","0","0"
"2020071190","Ejecucion","ANDRES FELIPE PARDO SERNA","alcaldia@santafedeantioquia-antioquia.gov.co","Santa Fe de Antioquia","05042","Occidente","SR06","CONSTRUYENDO PROGRESO 2020 - 2023","Implementación de unidades productivas de apicultura en la zona rural del municipio de Santa Fe de Antioquia","UNIDOS POR LA VIDA 2020 - 2023","Línea 4. Construyendo Progreso con desarrollo rural","Secretaría de Desarrollo Económico, Turismo y Medio Ambiente","Fase III","El Corredor de las Alegrías, situado entre los municipios de Caicedo, Anzá y Santa Fe de Antioquia, fue declarado por Corantioquia el primer Parque Natural Regional del departamento, desde entonces los pobladores de las diferentes veredas que se encuentran dentro de esta zona del Municipio, se convirtieron en habitantes de un área protegida. Particularmente, los pobladores de las Veredas, La Milagrosa, Tonusco Arriba, Churimbo y las Azules, quienes ancestralmente han dependido económicamente del desarrollo de actividades agropecuarias para la subsistencia de su familia, ahora se enfrentan a una serie de restricciones para desarrollar su actividad productiva. Según lo contenido en el Decreto 1076 de 2015 sección 15 (Ministerio de Ambiente y Desarrollo Sostenible, 2015), todas las actividades que traigan como consecuencia la alteración del ambiente natural de las áreas del sistema de Parques Nacionales serán objeto de prohibición, entre ellas el artículo 2.2.2.1.15.1 resalta aquellas que usen cualquier producto químico de efectos residuales, actividades agropecuarias y mineras, talas, caza, entre otras. Bajo este contexto, los habitantes de estas Veredas no deberían ejercer ningún tipo de actividad que degrade los recursos ecosistémicos objeto de protección y conservación, esto implica la prohibición de la ejecución de actividades agropecuarias, la minería y la extracción de recursos naturales del bosque.
El municipio y la autoridad ambiental reciben continuamente quejas e instalan  procesos sancionatorios a muchos habitantes de las Veredas, debido a las quemas y talas de bosque que buscan el establecimiento de nuevos cultivos, generando contaminación y pérdida de la biodiversidad. Sin embargo, los residentes de las Veredas no están de acuerdo con los sancionatorios y llamados de atención que les hacen, pues las actividades cotidianas que efectúan para desarrollar sus proyectos productivos son aquellas que permiten obtener el sustento básico para su familia. Frente a esto la comunidad ha reclamado a diversas autoridades locales el apoyo para implementar proyectos productivos que se puedan desarrollar dentro de áreas protegidas.
No obstante, a la fecha no existe un proyecto productivo en apicultura formulado y que cuente con características propias que permitan su desarrollo dentro de áreas protegidas. Por otro lado, si el problema no es abordado la población continuará desarrollando actividades agropecuarias que generan diversos esquemas de contaminación ambiental, se continuarán presentando talas de bosque para siembra de nuevos cultivos, seguirán en aumento los sancionatorios y la gente continuará obteniendo bajos ingresos para su subsistencia.","650 personas que tienen su predio en área declarada de reserva natural, quienes no pueden continuar ejerciendo actividades agropecuarias.","El proyecto beneficiará a 20 familias de la zona rural a través de la implantación de los proyectos de apicultura, lo que representa 60 personas de la zona rural del municipio.","Humana","60","47268000","0","0","Se aprueba según lo solicitado para ejecución en el año 2021.  Este año se elaboran estudios previos","2021-02-12T00:00:00.000","2021-12-30T00:00:00.000","Formación para la producción rural","Unidades productivas","Número","ND","0","ND","0","0"
"2020071119","Ejecucion","EDWIN ANDRES MONTES HENAO","alcalde@sonson-antioquia.gov.co","Sonsón","05756","Oriente","SR07","Juntos Construyendo Futuro 2020-2023","Mejoramiento de vivienda rural","UNIDOS POR LA VIDA 2020 - 2023","A.7 VIVIENDA","SECRETARIA DE INFRAESTRUCTURA","Fase II","Se entiende como MEJORAMIENTO DE VIVIENDA al número de viviendas particulares que presentan deficiencias en las estructuras del piso, espacio y disponibilidad de servicios.
De acuerdo a lo anterior, la Dirección de Vivienda tiene como misión disminuir el déficit cualitativo de vivienda urbana y rural, con el propósito de brindar un espacio digno de habitabilidad y así contribuir con la reducción de la pobreza multidimensional.","Déficit cualitativo de vivienda en la zona urbana y rural del municipio de Sonsón con una población afectada de  36.325 habitantes.","Personas con alto grado de Necesidades Básicas Insatisfechas (NBI), se encuentran hogares con madres cabeza de familia, personas discapacitadas, poblacion LGBTI, adultos mayores, con estratificación 0, 1 y 2. Ademas de estar ubicadas en una zona que fue victima de la violencia en un 100% de sus habitantes","Humana","194","0","0","0","El Municipio debe enviar la documentación antes de un mes o el proyecto quedará como gestión para el 2021","2021-01-01T00:00:00.000","2023-12-31T00:00:00.000","Mejoramiento, legalización y titulación de vivienda social","Mejoramiento de vivienda","Número","1","0","1","0","0"
"2020071124","Ejecucion","EDWIN ANDRES MONTES HENAO","alcalde@sonson-antioquia.gov.co","Sonsón","05756","Oriente","SR07","Juntos Construyendo Futuro 2020-2023","Mejoramiento de vivienda urbano","UNIDOS POR LA VIDA 2020 - 2023","A.7 VIVIENDA","SECRETARIA DE INFRAESTRUCTURA","Fase III","Se entiende como MEJORAMIENTO DE VIVIENDA al número de viviendas particulares que presentan deficiencias en las estructuras del piso, espacio y disponibilidad de servicios.
De acuerdo a lo anterior, la Dirección de Vivienda tiene como misión disminuir el déficit cualitativo de vivienda urbana y rural, con el propósito de brindar un espacio digno de habitabilidad y así contribuir con la reducción de la pobreza multidimensional.","Déficit cualitativo de vivienda en la zona urbana y rural del municipio de Sonsón con una población afectada de  36.325 habitantes.","Personas con alto grado de Necesidades Básicas Insatisfechas (NBI), se encuentran hogares con madres cabeza de familia, personas discapacitadas, adultos mayores, población LGBTI, victimas de la violencia, estratos  0, 1 y 2.","Humana","345","0","0","0","El Municipio debe enviar la documentación antes de un mes o el proyecto quedará como gestión para el 2021","2021-01-01T00:00:00.000","2023-12-31T00:00:00.000","Mejoramiento, legalización y titulación de vivienda social","Mejoramiento de vivienda","Número","1","0","1","0","0"
